Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5LWG6,U5LWG6_ECOLI Fused predicted transporter subunits of ABC superfamily: ATP-binding components OS=Escherichia coli C321.deltaA GN=ybhF PE=3 SV=1,1,2,0.21086,0.0,4295.1,0.28289,0.0,1324.2,0.11382,0.0,278552.3,0.89098,3.2,0.3,0.64404,0.0,64.9,0.56263,0.0,210.4,2.84E+08,8.70E+07,1.06E+08,2.30E+08,1.00E+00,1.44E+05,6.30E+07,1.79E+07,1.00E+00,1.00E+00,1.00E+00,1.21E+08
U5LZ66,U5LZ66_ECOLI tRNA 2-selenouridine synthase OS=Escherichia coli C321.deltaA GN=selU PE=3 SV=1,1,2,0.21134,2.3,0.4,0.15085,2.8,0.4,0.26986,0.5,2.2,0.40201,1.3,0.8,0.00504,0.2,4.9,0.00695,0.2,6.2,1.04E+08,5.57E+08,4.97E+08,6.01E+08,8.01E+08,6.88E+08,1.38E+09,6.80E+08,7.03E+08,2.37E+08,9.42E+07,1.25E+08
U5LX57,"U5LX57_ECOLI Cytochrome d terminal oxidase, subunit II OS=Escherichia coli C321.deltaA GN=cydB PE=4 SV=1",1,4,0.21144,0.7,1.5,0.11980,0.5,1.9,0.00096,0.2,4.7,0.62374,0.8,1.2,0.01591,0.3,3.1,0.04201,0.4,2.5,2.32E+10,1.53E+10,1.85E+10,1.94E+10,1.20E+10,8.13E+09,5.72E+09,1.46E+10,1.23E+10,3.07E+09,4.73E+09,4.29E+09
U5M6P8,U5M6P8_ECOLI Putative DNA-binding transcriptional regulator KpLE2 phage-like element OS=Escherichia coli C321.deltaA GN=yjhU PE=4 SV=1,1,4,0.21180,0.7,1.5,0.96881,1.0,1.0,0.78120,1.1,0.9,0.37813,1.5,0.7,0.01978,1.6,0.6,0.89544,1.1,0.9,2.66E+09,5.94E+09,4.58E+09,3.41E+09,2.66E+09,2.58E+09,2.80E+09,9.22E+09,2.96E+09,4.95E+09,4.78E+09,3.82E+09
U5LZQ4,U5LZQ4_ECOLI Regulator of length of O-antigen component of lipopolysaccharide chains OS=Escherichia coli C321.deltaA GN=wzzB PE=4 SV=1,1,9,0.21354,0.5,1.9,0.03754,0.2,4.2,0.55552,0.6,1.8,0.20893,0.4,2.3,0.97156,1.0,1.0,0.43430,2.3,0.4,4.16E+09,7.39E+09,8.87E+09,3.34E+09,6.54E+09,1.91E+09,3.47E+09,9.38E+08,1.12E+09,9.11E+09,6.10E+08,8.38E+09
U5LYY8,U5LYY8_ECOLI Cytoplasmic L-asparaginase I OS=Escherichia coli C321.deltaA GN=ansA PE=3 SV=1,1,2,0.21365,0.5,1.8,0.58775,1.4,0.7,0.27318,0.6,1.8,0.04138,2.5,0.4,0.80705,1.0,1.0,0.06812,0.4,2.4,4.93E+08,1.72E+09,5.12E+08,3.89E+08,4.00E+08,4.47E+08,1.27E+09,1.50E+09,5.61E+08,3.36E+08,3.99E+08,5.96E+08
U5LXD2,U5LXD2_ECOLI Alanine racemase OS=Escherichia coli C321.deltaA GN=dadX PE=1 SV=1,1,7,0.21381,0.7,1.4,0.04692,0.7,1.5,0.49357,0.9,1.2,0.86906,1.0,1.0,0.51339,1.2,0.8,0.27991,1.3,0.8,1.68E+10,2.47E+10,1.74E+10,2.03E+10,1.06E+10,1.19E+10,1.42E+10,1.37E+10,1.17E+10,1.55E+10,2.28E+10,1.27E+10
U5LYH1,"U5LYH1_ECOLI Putative selenate reductase, periplasmic OS=Escherichia coli C321.deltaA GN=ynfE PE=3 SV=1",1,1,0.21472,0.8,1.3,0.67916,0.9,1.1,0.00023,0.3,3.9,0.61010,1.2,0.9,0.00559,0.3,3.0,0.00711,0.3,3.5,2.29E+10,2.34E+10,2.19E+10,2.26E+10,1.26E+10,1.91E+10,1.47E+10,3.14E+10,1.88E+10,5.10E+09,7.23E+09,5.51E+09
U5M486,U5M486_ECOLI Phosphate-specific transport system accessory protein PhoU OS=Escherichia coli C321.deltaA GN=phoU PE=3 SV=1,1,6,0.21492,2.0,0.5,0.23631,0.7,1.5,0.48143,0.8,1.2,0.06192,0.3,3.0,0.09540,0.4,2.5,0.33891,1.2,0.8,4.20E+09,9.22E+09,4.58E+09,1.77E+10,5.04E+09,1.62E+10,3.13E+09,4.71E+09,3.81E+09,4.19E+09,3.99E+09,5.63E+09
U5M6Q9,"U5M6Q9_ECOLI Putative phospholipase, patatin-like family OS=Escherichia coli C321.deltaA GN=yjjU PE=4 SV=1",1,2,0.21654,0.0,5205.0,0.08020,0.1,11.0,0.05932,0.1,6.8,0.35115,475.3,0.0,0.31625,764.8,0.0,0.58254,1.6,0.6,1.38E+08,9.70E+08,1.23E+09,6.77E+07,1.73E+07,1.00E+00,1.66E+08,1.23E+07,6.14E+07,9.25E+07,5.02E+07,1.13E+08
U5M1H4,U5M1H4_ECOLI Murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit OS=Escherichia coli C321.deltaA GN=mppA PE=4 SV=1,1,8,0.21662,3.3,0.3,0.09552,6.5,0.2,0.19544,4.0,0.3,0.13033,1.9,0.5,0.69391,1.2,0.8,0.37157,0.6,1.6,1.58E+08,1.59E+09,1.94E+09,2.41E+09,3.64E+09,2.06E+09,8.54E+09,5.26E+09,2.96E+09,4.56E+09,4.57E+09,1.47E+09
U5M2P8,U5M2P8_ECOLI Outer membrane lipoprotein OS=Escherichia coli C321.deltaA GN=yraP PE=4 SV=1,1,8,0.21768,0.8,1.2,0.81478,1.0,1.0,0.08679,0.8,1.2,0.14127,1.2,0.8,0.60783,1.0,1.0,0.04715,0.8,1.3,3.96E+10,5.32E+10,5.00E+10,4.62E+10,3.70E+10,3.72E+10,4.27E+10,5.64E+10,4.80E+10,3.60E+10,3.96E+10,3.89E+10
U5M0Y3,U5M0Y3_ECOLI Nucleoid-associated protein YejK OS=Escherichia coli C321.deltaA GN=yejK PE=3 SV=1,1,3,0.21783,3.5,0.3,0.23763,3.3,0.3,0.57774,1.7,0.6,0.85846,0.9,1.1,0.12888,0.5,2.1,0.15500,0.5,1.9,4.91E+08,3.96E+09,7.52E+09,1.36E+10,7.83E+09,5.94E+09,5.78E+09,1.28E+10,7.04E+09,4.81E+09,6.30E+09,2.36E+09
U5LZG9,U5LZG9_ECOLI Putative oxidoreductase OS=Escherichia coli C321.deltaA GN=ydgJ PE=4 SV=1,1,5,0.21797,0.7,1.4,0.36430,0.7,1.4,0.00080,0.2,4.1,0.98775,1.0,1.0,0.01270,0.3,2.9,0.03983,0.3,2.9,4.66E+09,6.40E+09,5.96E+09,6.01E+09,3.61E+09,2.89E+09,2.40E+09,7.40E+09,3.47E+09,1.32E+09,1.72E+09,1.14E+09
U5M5H9,U5M5H9_ECOLI ATP-dependent 6-phosphofructokinase OS=Escherichia coli C321.deltaA GN=pfkA PE=3 SV=1,1,10,0.21892,2.0,0.5,0.17124,0.4,2.5,0.00049,127.0,0.0,0.00848,0.2,5.0,0.00002,62.9,0.0,0.00005,314.1,0.0,2.75E+08,2.27E+08,9.74E+08,8.35E+08,1.01E+09,5.95E+08,9.12E+07,1.76E+08,2.50E+08,4.98E+10,5.95E+10,4.20E+10
U5LXG6,"U5LXG6_ECOLI Nitrate reductase 1, alpha subunit OS=Escherichia coli C321.deltaA GN=narG PE=3 SV=1",2,4,0.21895,4.8,0.2,0.54533,0.0,83.2,0.02501,0.0,944097.9,0.42630,0.0,398.1,0.01940,0.0,4518770.5,0.29495,0.0,11349.5,6.47E+07,2.40E+07,6.96E+07,1.79E+08,1.48E+09,4.46E+07,1.00E+00,2.06E+09,9.14E+07,1.00E+00,1.00E+00,1.29E+05
U5LWI9,"U5LWI9_ECOLI L,D-transpeptidase linking Lpp to murein OS=Escherichia coli C321.deltaA GN=ybiS PE=4 SV=1",1,12,0.21930,0.7,1.4,0.05158,0.7,1.4,0.05917,0.6,1.6,0.86523,1.0,1.0,0.71178,0.9,1.1,0.41875,0.9,1.2,4.16E+10,3.10E+10,3.29E+10,3.84E+10,2.03E+10,1.88E+10,2.69E+10,2.22E+10,2.79E+10,1.70E+10,2.16E+10,2.88E+10
U5M679,U5M679_ECOLI Oxidative stress defense protein OS=Escherichia coli C321.deltaA GN=yggE PE=4 SV=1,1,11,0.21934,1.4,0.7,0.23963,1.7,0.6,0.53492,0.8,1.2,0.59140,1.2,0.8,0.09221,0.6,1.7,0.14103,0.5,2.1,3.33E+10,6.50E+10,4.73E+10,8.47E+10,5.74E+10,5.80E+10,6.14E+10,1.65E+11,5.37E+10,3.82E+10,5.52E+10,2.75E+10
U5M127,U5M127_ECOLI Outer membrane protein assembly factor BamB OS=Escherichia coli C321.deltaA GN=bamB PE=1 SV=1,1,11,0.21957,0.8,1.3,0.85944,1.0,1.0,0.59519,0.9,1.1,0.09049,1.3,0.7,0.18878,1.2,0.9,0.36792,0.9,1.2,3.32E+10,5.80E+10,4.73E+10,3.89E+10,3.24E+10,3.41E+10,4.78E+10,3.77E+10,5.66E+10,4.19E+10,4.53E+10,3.52E+10
U5LV25,U5LV25_ECOLI Xanthine phosphoribosyltransferase OS=Escherichia coli C321.deltaA GN=gpt PE=3 SV=1,1,5,0.22002,1.5,0.7,0.04239,1.9,0.5,0.37445,1.1,0.9,0.46983,1.3,0.8,0.31841,0.8,1.3,0.05517,0.6,1.7,6.40E+10,8.68E+10,7.62E+10,6.83E+10,1.57E+11,1.24E+11,1.09E+11,2.08E+11,1.25E+11,7.87E+10,8.93E+10,8.05E+10
U5M3C7,U5M3C7_ECOLI Quorum sensing DNA-binding response regulator in two-component regulatory system with QseC OS=Escherichia coli C321.deltaA GN=qseB PE=4 SV=1,1,1,0.22034,5313.2,0.0,0.23027,4252.7,0.0,0.32179,820.1,0.0,0.26708,0.8,1.2,0.04012,0.2,6.5,0.05397,0.2,5.2,1.00E+00,5.00E+07,4.98E+07,8.91E+08,5.33E+08,7.87E+08,5.43E+08,5.26E+08,6.71E+08,3.35E+08,9.86E+07,4.17E+07
U5M4Y2,U5M4Y2_ECOLI Phosphoenolpyruvate carboxylase OS=Escherichia coli C321.deltaA GN=ppc PE=3 SV=1,1,65,0.22065,2.1,0.5,0.08626,3.4,0.3,0.45780,0.6,1.7,0.18374,1.6,0.6,0.04458,0.3,3.5,0.02111,0.2,5.7,7.70E+10,2.45E+11,3.84E+11,5.54E+11,3.84E+11,3.10E+11,4.06E+11,9.64E+11,7.38E+11,1.11E+11,2.36E+11,5.99E+10
U5LWJ4,U5LWJ4_ECOLI Chaperone protein HtpG OS=Escherichia coli C321.deltaA GN=htpG PE=3 SV=1,1,28,0.22068,0.8,1.2,0.16317,1.2,0.9,0.05419,1.2,0.8,0.09108,1.4,0.7,0.05805,1.4,0.7,0.80243,1.0,1.0,5.52E+10,5.72E+10,5.39E+10,5.78E+10,3.92E+10,4.56E+10,5.67E+10,7.52E+10,6.18E+10,5.92E+10,7.33E+10,6.61E+10
U5M8A7,U5M8A7_ECOLI Chromosomal replication initiator protein DnaA OS=Escherichia coli C321.deltaA GN=dnaA PE=3 SV=1,1,4,0.22076,0.7,1.5,0.02229,0.5,2.0,0.43162,1.3,0.8,0.47751,0.8,1.3,0.15947,1.9,0.5,0.04166,2.5,0.4,2.17E+09,1.78E+09,1.67E+09,1.48E+09,1.74E+09,6.98E+08,1.27E+09,9.37E+08,7.00E+08,2.62E+09,1.44E+09,3.48E+09
U5M7H5,U5M7H5_ECOLI Phosphopantetheine adenylyltransferase OS=Escherichia coli C321.deltaA GN=coaD PE=3 SV=1,1,1,0.22112,6.0,0.2,0.59077,2.3,0.4,0.86227,0.7,1.3,0.23859,0.4,2.6,0.11285,0.1,8.1,0.41619,0.3,3.1,9.68E+07,5.41E+09,2.54E+09,7.36E+09,5.64E+09,6.91E+09,6.48E+08,3.84E+09,6.37E+09,3.79E+09,1.24E+09,1.16E+08
U5M5R5,U5M5R5_ECOLI KpLE2 phage-like element predicted endoglucanase with Zn-dependent exopeptidase domain OS=Escherichia coli C321.deltaA GN=sgcX PE=4 SV=1,1,2,0.22155,12962.1,0.0,0.10543,852883.1,0.0,0.37390,0.0,657.0,0.02897,65.8,0.0,0.00005,0.0,8515701.3,0.00002,0.0,560318696.8,1.00E+00,2.84E+08,1.00E+00,3.51E+07,1.02E+07,1.73E+06,1.26E+08,2.83E+09,4.95E+08,1.00E+00,1.00E+00,1.00E+00
U5M0F4,U5M0F4_ECOLI Molybdopterin molybdenumtransferase molybdopterin biosynthesis protein OS=Escherichia coli C321.deltaA GN=moeA PE=4 SV=1,1,6,0.22210,0.7,1.4,0.85713,1.0,1.0,0.00676,0.7,1.5,0.33674,1.3,0.7,0.80047,0.9,1.1,0.09853,0.7,1.4,2.09E+10,2.56E+10,2.28E+10,1.47E+10,2.54E+10,1.21E+10,1.82E+10,3.06E+10,1.99E+10,1.53E+10,1.70E+10,1.44E+10
U5M6Z3,U5M6Z3_ECOLI Ribonuclease G OS=Escherichia coli C321.deltaA GN=rng PE=4 SV=1,1,5,0.22303,0.6,1.7,0.74732,0.9,1.1,0.34336,0.3,2.9,0.04600,1.5,0.7,0.60090,0.6,1.7,0.37411,0.4,2.6,1.53E+09,5.38E+09,4.01E+09,1.79E+09,1.74E+09,2.03E+09,3.08E+09,2.14E+09,3.32E+09,2.73E+09,2.81E+09,1.69E+08
U5LWI6,U5LWI6_ECOLI S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Escherichia coli C321.deltaA GN=queA PE=3 SV=1,1,2,0.22414,2.7,0.4,0.33758,0.4,2.7,0.84559,0.8,1.2,0.04102,0.1,7.4,0.22403,0.3,3.4,0.49520,2.2,0.5,1.08E+09,6.75E+08,5.93E+09,2.96E+09,6.67E+09,4.48E+09,1.48E+09,1.79E+08,8.34E+08,8.65E+08,4.09E+08,6.36E+09
U5M2D2,"U5M2D2_ECOLI Malonic semialdehyde reductase, NADPH-dependent L-allo-threonine dehydrogenase, NAD(P)-dependent also oxidizes L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate OS=Escherichia coli C321.deltaA GN=ydfG PE=3 SV=1",1,8,0.22460,1.4,0.7,0.10789,1.6,0.6,0.86458,1.0,1.0,0.36473,1.2,0.9,0.07729,0.7,1.4,0.03461,0.6,1.7,8.34E+10,1.66E+11,1.29E+11,1.53E+11,2.05E+11,1.50E+11,1.63E+11,2.45E+11,1.90E+11,1.36E+11,1.25E+11,9.25E+10
U5M130,"U5M130_ECOLI Ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein OS=Escherichia coli C321.deltaA GN=nrdB PE=4 SV=1",1,8,0.22507,3.2,0.3,0.88236,1.1,0.9,0.95216,0.9,1.1,0.01308,0.4,2.8,0.01474,0.3,3.4,0.63182,0.8,1.2,1.56E+09,2.01E+10,1.43E+10,2.90E+10,2.15E+10,2.28E+10,8.00E+09,6.23E+09,1.33E+10,7.85E+09,4.31E+09,1.12E+10
U5M509,U5M509_ECOLI Phosphomethylpyrimidine synthase OS=Escherichia coli C321.deltaA GN=thiC PE=3 SV=1,1,22,0.22636,0.2,5.7,0.40003,0.3,3.3,0.00002,0.0,37.8,0.76892,1.7,0.6,0.19116,0.2,6.7,0.12348,0.1,11.5,3.45E+10,5.69E+10,5.21E+10,4.76E+10,8.18E+08,1.44E+10,5.17E+10,1.16E+09,4.81E+10,1.24E+09,1.16E+09,1.31E+09
U5LWT3,"U5LWT3_ECOLI Dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive OS=Escherichia coli C321.deltaA GN=nfsB PE=4 SV=1",1,16,0.22706,1.4,0.7,0.17112,1.7,0.6,0.53789,0.8,1.2,0.62863,1.2,0.9,0.10827,0.6,1.8,0.09121,0.5,2.1,3.83E+10,7.86E+10,5.06E+10,5.81E+10,9.87E+10,8.07E+10,1.12E+11,5.67E+10,1.12E+11,6.80E+10,3.05E+10,3.88E+10
U5M5Q3,U5M5Q3_ECOLI DNA-binding transcriptional dual regulator OS=Escherichia coli C321.deltaA GN=cytR PE=4 SV=1,1,3,0.22795,2.5,0.4,0.26396,2.2,0.4,0.31842,0.3,3.3,0.69270,0.9,1.1,0.07952,0.1,8.5,0.08653,0.1,7.5,1.91E+09,2.47E+08,5.19E+08,2.52E+09,1.57E+09,1.01E+09,1.17E+09,1.88E+09,1.23E+09,7.12E+07,8.55E+07,1.07E+09
U5M180,U5M180_ECOLI NADH-quinone oxidoreductase subunit C/D OS=Escherichia coli C321.deltaA GN=nuoC PE=3 SV=1,1,23,0.22803,1.6,0.6,0.36243,1.5,0.7,0.00835,2.9,0.3,0.88487,0.9,1.1,0.13529,1.8,0.6,0.16454,1.9,0.5,1.33E+10,2.50E+10,2.27E+10,3.22E+10,5.31E+10,1.96E+10,2.08E+10,6.20E+10,2.10E+10,4.79E+10,6.71E+10,5.70E+10
U5M270,U5M270_ECOLI Elongation factor 4 OS=Escherichia coli C321.deltaA GN=lepA PE=3 SV=1,1,10,0.22862,0.8,1.3,0.09712,0.7,1.4,0.09151,0.7,1.4,0.87857,1.0,1.0,0.88162,1.0,1.0,0.99391,1.0,1.0,1.69E+10,2.28E+10,2.05E+10,2.04E+10,1.52E+10,1.10E+10,1.80E+10,1.20E+10,1.42E+10,1.20E+10,1.45E+10,1.77E+10
U5M825,U5M825_ECOLI Der GTPase-activating protein YihI OS=Escherichia coli C321.deltaA GN=yihI PE=3 SV=1,1,3,0.22863,0.9,1.1,0.76626,1.1,1.0,0.22975,0.9,1.2,0.31221,1.2,0.8,0.86034,1.0,1.0,0.29066,0.8,1.2,3.01E+10,2.42E+10,2.76E+10,2.11E+10,2.68E+10,2.39E+10,2.23E+10,3.65E+10,2.86E+10,1.96E+10,2.46E+10,2.63E+10
U5LWC4,U5LWC4_ECOLI Pyridoxal phosphate (PLP) phosphatase OS=Escherichia coli C321.deltaA GN=ybhA PE=4 SV=1,1,4,0.22919,5.7,0.2,0.50008,2.9,0.3,0.23486,6.1,0.2,0.43409,0.5,2.0,0.88005,1.1,0.9,0.44541,2.1,0.5,5.85E+07,2.89E+09,1.72E+09,3.06E+09,3.86E+09,4.56E+09,4.96E+09,4.23E+08,3.41E+09,8.79E+09,3.93E+09,1.94E+09
U5M365,"U5M365_ECOLI D-malate oxidase, NAD-dependent probable tartrate dehydrogenase OS=Escherichia coli C321.deltaA GN=dmlA PE=3 SV=1",1,8,0.22988,0.7,1.4,0.18450,0.6,1.7,0.01743,0.1,6.8,0.48560,0.9,1.2,0.02113,0.2,4.7,0.03979,0.2,4.1,4.51E+09,9.78E+09,9.32E+09,5.51E+09,5.23E+09,4.90E+09,3.16E+09,4.43E+09,6.31E+09,1.26E+09,2.10E+09,4.99E+08
U5M3P7,U5M3P7_ECOLI Translation initiation factor IF-2 OS=Escherichia coli C321.deltaA GN=infB PE=3 SV=1,2,35,0.23120,0.8,1.3,0.64805,1.0,1.0,0.40102,1.1,0.9,0.26712,1.2,0.8,0.09762,1.4,0.7,0.12395,1.2,0.9,5.60E+10,7.33E+10,7.18E+10,5.86E+10,6.27E+10,4.00E+10,5.95E+10,6.42E+10,6.72E+10,7.70E+10,8.09E+10,6.46E+10
U5M2W4,U5M2W4_ECOLI NH(3)-dependent NAD(+) synthetase OS=Escherichia coli C321.deltaA GN=nadE PE=3 SV=1,1,15,0.23223,0.8,1.3,0.50709,1.1,0.9,0.03210,0.6,1.7,0.10204,1.4,0.7,0.22087,0.8,1.3,0.01401,0.5,1.9,1.06E+11,1.47E+11,1.50E+11,1.35E+11,8.41E+10,9.62E+10,1.39E+11,1.30E+11,1.79E+11,6.38E+10,9.37E+10,8.33E+10
U5LYK2,U5LYK2_ECOLI UPF0259 membrane protein YciC OS=Escherichia coli C321.deltaA GN=yciC PE=3 SV=1,1,1,0.23259,0.0,5172.0,0.00152,0.1,19.6,0.09021,0.5,2.0,0.41231,263.3,0.0,0.26733,2550.9,0.0,0.01026,9.7,0.1,1.04E+09,9.08E+08,9.64E+08,4.07E+07,1.62E+08,1.00E+00,5.64E+07,2.40E+07,8.90E+07,4.20E+08,2.99E+08,8.71E+08
U5LVF7,"U5LVF7_ECOLI Nucleoside channel, receptor of phage T6 and colicin K OS=Escherichia coli C321.deltaA GN=tsx PE=4 SV=1",1,6,0.23399,1.2,0.8,0.12901,1.7,0.6,0.00009,3.5,0.3,0.38065,1.4,0.7,0.00332,2.8,0.4,0.06326,2.1,0.5,1.31E+10,1.54E+10,1.42E+10,2.07E+10,2.06E+10,1.31E+10,1.77E+10,4.18E+10,1.90E+10,5.60E+10,4.71E+10,4.60E+10
U5M7S8,"U5M7S8_ECOLI Inner membrane protein, AsmA family OS=Escherichia coli C321.deltaA GN=yhjG PE=4 SV=1",1,2,0.23516,0.2,4.1,0.35440,0.3,3.8,0.42706,0.4,2.3,0.93992,1.1,0.9,0.33341,1.8,0.6,0.61877,1.7,0.6,1.13E+08,1.61E+09,1.77E+09,4.16E+08,1.23E+08,9.05E+07,1.25E+08,1.00E+09,4.71E+07,2.03E+08,2.69E+08,4.92E+08
U5LWY9,"U5LWY9_ECOLI Conserved protein, DUF1451 family OS=Escherichia coli C321.deltaA GN=ybeL PE=4 SV=1",1,6,0.23578,1.9,0.5,0.07752,2.7,0.4,0.69539,1.3,0.8,0.41468,1.5,0.7,0.56726,0.7,1.4,0.26229,0.5,2.1,5.30E+09,1.48E+10,1.22E+10,9.78E+09,2.53E+10,2.48E+10,1.91E+10,4.75E+10,2.15E+10,1.89E+10,2.31E+10,4.65E+09
U5M1H5,"U5M1H5_ECOLI Conserved protein, UPF0381 family OS=Escherichia coli C321.deltaA GN=yfcZ PE=4 SV=1",1,3,0.23638,1.2,0.8,0.46546,1.3,0.8,0.00015,0.3,3.0,0.86852,1.1,0.9,0.00048,0.3,3.7,0.01134,0.3,3.9,3.31E+10,2.59E+10,2.88E+10,4.25E+10,2.82E+10,3.69E+10,2.27E+10,6.49E+10,3.58E+10,9.30E+09,1.03E+10,9.27E+09
U5M584,U5M584_ECOLI ATP synthase gamma chain OS=Escherichia coli C321.deltaA GN=atpG PE=3 SV=1,1,27,0.23693,0.6,1.7,0.50129,1.1,0.9,0.00123,2.7,0.4,0.16621,1.9,0.5,0.01315,4.5,0.2,0.00558,2.4,0.4,3.67E+10,5.28E+10,4.27E+10,4.66E+10,1.40E+10,2.77E+10,3.86E+10,6.42E+10,4.97E+10,1.05E+11,1.30E+11,1.22E+11
U5M2V1,U5M2V1_ECOLI Putative phosphotransferase/kinase OS=Escherichia coli C321.deltaA GN=yniA PE=4 SV=1,1,3,0.23755,5.8,0.2,0.44858,3.4,0.3,0.53213,0.4,2.7,0.52160,0.6,1.7,0.01605,0.1,15.6,0.09352,0.1,9.2,3.48E+08,1.32E+10,1.81E+10,2.35E+10,2.44E+10,2.85E+10,4.04E+09,5.38E+10,1.56E+10,2.35E+09,4.25E+09,4.35E+08
U5M500,U5M500_ECOLI NMN amidohydrolase OS=Escherichia coli C321.deltaA GN=pncC PE=4 SV=1,1,2,0.23863,4.6,0.2,0.22891,5.0,0.2,0.95600,0.9,1.1,0.76891,1.1,0.9,0.10193,0.2,4.9,0.10673,0.2,5.5,2.25E+07,7.46E+08,4.52E+08,9.88E+08,8.26E+08,8.76E+08,1.50E+09,5.26E+08,1.23E+09,5.37E+08,2.61E+08,4.29E+07
U5M3B4,U5M3B4_ECOLI Phosphoribosylglycinamide formyltransferase 2 OS=Escherichia coli C321.deltaA GN=purT PE=3 SV=1,1,16,0.23976,1.3,0.8,0.71630,1.1,0.9,0.05256,1.5,0.7,0.59297,0.9,1.2,0.42215,1.1,0.9,0.29977,1.3,0.8,5.07E+10,7.66E+10,7.41E+10,7.17E+10,1.11E+11,7.87E+10,4.94E+10,1.10E+11,7.25E+10,8.81E+10,1.00E+11,1.04E+11
U5M258,U5M258_ECOLI Proline aminopeptidase P II OS=Escherichia coli C321.deltaA GN=pepP PE=4 SV=1,1,9,0.24004,0.7,1.5,0.21041,0.6,1.6,0.01801,0.3,3.3,0.64410,0.9,1.1,0.01019,0.4,2.2,0.04278,0.5,2.0,2.12E+10,4.73E+10,4.55E+10,2.76E+10,2.52E+10,2.12E+10,1.90E+10,3.19E+10,1.81E+10,1.33E+10,1.24E+10,8.00E+09
U5M0M1,U5M0M1_ECOLI YodD OS=Escherichia coli C321.deltaA GN=yodD PE=4 SV=1,1,1,0.24007,0.0,2125.4,0.09694,0.0,371206.7,0.30048,0.0,1098.4,0.55992,0.0,174.7,0.93893,1.9,0.5,0.52460,338.0,0.0,1.93E+08,1.22E+08,1.18E+08,1.12E+07,1.00E+00,2.58E+07,1.00E+00,5.43E+07,1.00E+00,2.48E+07,8.46E+07,1.00E+00
U5LUG8,"U5LUG8_ECOLI Acetolactate synthase III, thiamin-dependent, small subunit OS=Escherichia coli C321.deltaA GN=ilvH PE=4 SV=1",1,11,0.24132,1.1,0.9,0.22287,1.4,0.7,0.01832,1.4,0.7,0.42585,1.2,0.8,0.04355,1.2,0.8,0.92120,1.0,1.0,1.47E+10,1.92E+10,1.59E+10,2.11E+10,1.85E+10,1.73E+10,1.63E+10,3.47E+10,2.18E+10,2.19E+10,2.33E+10,2.26E+10
U5LWP8,U5LWP8_ECOLI Acetyl esterase OS=Escherichia coli C321.deltaA GN=aes PE=3 SV=1,1,1,0.24181,3781.6,0.0,0.33071,783.1,0.0,0.48507,0.0,555.8,0.04345,0.2,4.8,0.06083,0.0,2101954.6,0.08311,0.0,435283.7,1.00E+00,1.65E+08,2.22E+07,5.34E+08,7.33E+08,5.06E+08,4.98E+07,3.09E+08,1.14E+08,2.13E+07,1.00E+00,1.00E+00
U5M699,U5M699_ECOLI Putative Holliday junction resolvase OS=Escherichia coli C321.deltaA GN=yqgF PE=3 SV=1,1,2,0.24187,0.2,5.4,0.05316,0.4,2.7,0.18332,0.6,1.7,0.60112,2.0,0.5,0.38168,3.2,0.3,0.12439,1.6,0.6,1.09E+09,7.28E+08,1.99E+09,1.50E+09,2.49E+07,2.71E+08,2.79E+08,4.91E+08,5.80E+08,5.51E+08,7.86E+08,7.92E+08
U5M2F1,U5M2F1_ECOLI Acyl CoA esterase OS=Escherichia coli C321.deltaA GN=yqiA PE=4 SV=1,1,1,0.24191,7.4,0.1,0.33617,5.0,0.2,0.81862,1.5,0.7,0.73053,0.7,1.5,0.29983,0.2,4.9,0.42585,0.3,3.3,6.60E+06,5.03E+08,6.87E+07,1.29E+08,4.15E+08,1.75E+09,1.36E+09,1.02E+08,2.04E+08,8.31E+08,3.95E+07,2.38E+07
U5LYI1,U5LYI1_ECOLI Fused glycosyl transferase and transpeptidase OS=Escherichia coli C321.deltaA GN=mrcB PE=4 SV=1,1,10,0.24216,0.6,1.6,0.93375,1.0,1.0,0.27145,2.9,0.3,0.06323,1.7,0.6,0.12245,4.8,0.2,0.25463,2.8,0.4,2.97E+09,8.50E+09,5.83E+09,3.57E+09,4.18E+09,2.21E+09,5.15E+09,6.30E+09,4.93E+09,2.14E+10,3.48E+09,4.80E+10
